brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Hyundai,VENUE SX 1.0 TURBO,Manual,2020,01-06-2020,Petrol,998,49650,1st owner,860000,16369,TRUE,No,DL5C,2020 Hyundai VENUE SX 1.0 TURBO
Renault,TRIBER RXZ AMT,Automatic,2020,01-08-2020,Petrol,999,13341,1st owner,664000,12991,TRUE,No,HR26,2020 Renault TRIBER RXZ AMT
Renault,Kwid CLIMBER 1.0 (O),Manual,2022,01-04-2022,Petrol,999,15517,1st owner,432000,8446,TRUE,Yes,DL10,2022 Renault Kwid CLIMBER 1.0 (O)
Maruti,Swift VXI,Manual,2011,01-01-2011,Petrol,1197,48906,1st owner,222000,10450,TRUE,No,DL2C,2011 Maruti Swift VXI
Maruti,S PRESSO VXI+,Manual,2022,01-03-2022,Petrol,998,21688,2nd owner,405000,7910,TRUE,No,HR26,2022 Maruti S PRESSO VXI+
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2016,01-02-2016,Petrol,1197,97502,1st owner,396000,7739,TRUE,No,DL12,2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
Tata,NEXON XZA PLUS PETROL,Automatic,2021,01-09-2021,Petrol,1199,36520,1st owner,888000,16898,TRUE,No,UP16,2021 Tata NEXON XZA PLUS PETROL
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,01-08-2017,Petrol,1591,83038,1st owner,715000,13980,TRUE,No,DL8C,2017 Hyundai Creta E PLUS 1.6 PETROL
KIA,SONET GTX PLUS 1.0 IMT,Manual,2022,01-03-2022,Petrol,998,22732,1st owner,1084000,20633,TRUE,No,UP32,2022 KIA SONET GTX PLUS 1.0 IMT
Maruti,Wagon R 1.0 VXI,Manual,2017,01-07-2017,Petrol,998,43683,2nd owner,337000,6586,TRUE,No,DL2C,2017 Maruti Wagon R 1.0 VXI
KIA,SELTOS HTK PLUS AT 1.5 DIESEL,Automatic,2020,01-06-2020,Diesel,1493,82433,1st owner,1036000,19719,TRUE,No,HR51,2020 KIA SELTOS HTK PLUS AT 1.5 DIESEL
Maruti,Baleno DELTA PETROL 1.2,Manual,2017,01-11-2017,Petrol,1197,84098,1st owner,444000,8680,TRUE,No,DL12,2017 Maruti Baleno DELTA PETROL 1.2
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2019,01-05-2019,Diesel,1498,71456,1st owner,695000,15467,TRUE,No,HR51,2019 Ford Ecosport TITANIUM 1.5L DIESEL
Tata,Tiago XZ PLUS CNG,Manual,2022,01-02-2022,CNG,1199,22213,1st owner,675000,13196,TRUE,Yes,DL9C,2022 Tata Tiago XZ PLUS CNG
Hyundai,Xcent E+,Manual,2017,01-09-2017,Petrol,1197,50492,2nd owner,400000,7820,TRUE,No,HR29,2017 Hyundai Xcent E+
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017,01-04-2017,Petrol,1591,74436,1st owner,817000,15551,TRUE,Yes,DL4C,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2013,01-11-2013,Petrol,1197,71347,2nd owner,281000,7396,TRUE,No,HR26,2013 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Renault,TRIBER RXT,Manual,2020,01-09-2020,Petrol,999,29244,1st owner,543000,10621,TRUE,No,HR72,2020 Renault TRIBER RXT
Honda,City 1.5L I-VTEC V MT,Manual,2015,01-02-2016,Petrol,1497,48941,1st owner,573000,11209,TRUE,No,HR26,2015 Honda City 1.5L I-VTEC V MT
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2019,01-09-2019,Diesel,1498,68051,1st owner,703000,15638,TRUE,No,HR26,2019 Ford Ecosport TITANIUM 1.5L DIESEL
Honda,Amaze 1.2L I-VTEC S AT,Automatic,2014,01-03-2015,Petrol,1198,75833,1st owner,369000,8208,TRUE,No,DL14,2014 Honda Amaze 1.2L I-VTEC S AT
Maruti,XL6 ZETA AT,Automatic,2021,01-01-2022,Petrol,1462,27739,1st owner,1037000,19735,TRUE,No,HR29,2021 Maruti XL6 ZETA AT
Maruti,Celerio ZXI AMT,Automatic,2016,01-08-2016,Petrol,998,84574,1st owner,374000,7322,TRUE,Yes,DL1C,2016 Maruti Celerio ZXI AMT
Hyundai,NEW SANTRO MAGNA CNG,Manual,2019,01-02-2019,CNG,1086,75012,1st owner,437000,8537,TRUE,No,HR52,2019 Hyundai NEW SANTRO MAGNA CNG
Honda,City 1.5L I-VTEC VX,Manual,2016,01-10-2016,Petrol,1497,91272,2nd owner,606000,11849,TRUE,Yes,DL10,2016 Honda City 1.5L I-VTEC VX
Maruti,Celerio ZXI AMT (O),Automatic,2017,01-07-2017,Petrol,998,43600,1st owner,473000,9241,TRUE,No,HR26,2017 Maruti Celerio ZXI AMT (O)
Maruti,Swift VXI,Manual,2011,01-02-2011,Petrol,1197,28823,1st owner,223000,10513,TRUE,No,DL1C,2011 Maruti Swift VXI
Honda,Brio VX MT,Manual,2013,01-11-2013,Petrol,1198,78963,2nd owner,252000,6648,TRUE,Yes,HR51,2013 Honda Brio VX MT
Maruti,Ciaz ZETA 1.4  AT PETROL,Automatic,2017,01-08-2017,Petrol,1373,91712,1st owner,596000,11643,TRUE,No,DL8C,2017 Maruti Ciaz ZETA 1.4  AT PETROL
Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2022,01-05-2022,Petrol,998,22666,1st owner,574000,11222,TRUE,No,DL14,2022 Maruti New Wagon-R VXI 1.0 AMT
Ford,Ecosport TITANIUM 1.5L PETROL AT,Automatic,2017,01-03-2018,Petrol,1499,48832,1st owner,605000,11832,TRUE,Yes,HR51,2017 Ford Ecosport TITANIUM 1.5L PETROL AT
Maruti,Baleno DELTA PETROL 1.2,Manual,2017,01-09-2017,Petrol,1197,31714,1s
